session_id,title,description,speakers,speaker_company,speaker_title,track,format,day,time,duration_min,room,level,tags,persona_fit,catalog_url
DM211,Building Multiparty Intelligence with AI-Native Data Clean Rooms,"The data you need lives in someone else's warehouse. This session provides the practical playbook for the fix. See how advertisers, publishers, healthcare networks and financial institutions are collaborating today: multiple parties, one neutral room, no exposed raw data. From setup to first result takes one business day, with partners already on Snowflake. We demo an overlap analysis with machine learning, then show how to get results out of the secure environment so you can actually use them, without leaving Snowflake's governance layer. No SQL required. Snowflake's agentic interface lets anyone configure a collaboration and run analysis in plain English.",Spencer Janyk; Shivangi Tandon,Snowflake,Product Manager,Data Marketplace,Theater Session,Tuesday June 2,11:30 AM - 11:50 AM,20,"Basecamp South Theater 3 (Basecamp, South Hall C)",Intermediate,"AI,SQL,Governance,Clean Room,Warehouse,Healthcare,Intelligence",Data Scientist;Developer;Analyst;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=DM211&tab.sessioncatalogtab=1714168666431001NNiH
E14,Executive Lunch Hosted by dbt Labs,"Hosted by dbt Labs, this partner-hosted lunch invites executive attendees to network and engage in conversation over a complimentary meal, available while supplies last.",,,,Executive,Executive Content,Tuesday June 2,11:30 AM - 01:00 PM,90,"The Alpine Clubhouse (Moscone South, Level 3)",Intermediate,"AI,dbt",Data Engineer;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=E14&tab.sessioncatalogtab=1714168666431001NNiH
BI101,How Eutelsat Uses Data and AI to Manage Global Connectivity,"Running a satellite network isn’t like running a terrestrial one: coverage is global, demand is volatile and orbital resources are finite. Eutelsat uses data and AI to build a unified intelligence layer that orchestrates satellite traffic across continents and ground stations. Forecasting anticipates spikes, optimizes capacity and latency, and uses analytics to strengthen resilience and sustainability — turning satellites into adaptive infrastructure for aviation, maritime, enterprise and government. This session shows how to manage at planetary scale, ensure reliability and convert insight into services and revenue.",Matteo Carucci; Pedro Jose Jose,Snowflake,Field CTO,BI & Analytics,Theater Session,Tuesday June 2,11:30 AM - 11:50 AM,20,"Vertical Village Theater 2 (Basecamp, South Hall B)",Beginner,"AI,NiFi,RAG,Analytics,Intelligence",Data Engineer;Data Scientist;Architect;Developer;Analyst;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=BI101&tab.sessioncatalogtab=1714168666431001NNiH
ML209,"Itron Powerflow for Grid Planning on Snowflake ML
","Itron is redefining grid management by delivering structure-level Powerflow analysis for the world’s largest energy utilities. Electrification is fundamentally reshaping demand. Learn how Itron is using Snowflake ML to generate granular, high-frequency insight across both load and generation to maintain reliability, manage congestion and control emissions.",,,,Machine Learning,Breakout Session,Tuesday June 2,11:30 AM - 12:15 PM,45,"Room 208 (Moscone South, Level 2)",Intermediate,"AI,ML",Data Scientist;Developer;Analyst,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=ML209&tab.sessioncatalogtab=1714168666431001NNiH
GO222,"Move Fast, Don't Break Trust: New Developer Blueprint for AI-Driven Governance","Governance is often a finish line hurdle that slows delivery. This session introduces developer-native governance using Snowflake Cortex Code to move guardrails upstream. Learn how to embed AI-assisted peer reviews directly into Snowflake Workspaces, grounding LLMs in Snowflake Horizon Catalog metadata — including schemas, tags and masking policies. We demonstrate a ""shift-left"" workflow where Cortex identifies gaps and generates compliant DDL in real time. See how to automate policy mapping, produce human-readable audit justifications and reduce manual reviews by 60%. Transform governance from a bottleneck into an intelligent assistant for scalable, trusted data engineering.",Badri Baindla; Mike Williams,Salesforce,Principal Engineer,Governance & Security,Theater Session,Tuesday June 2,11:30 AM - 11:50 AM,20,"Builders Hub Theater (Basecamp, South Hall D)",Intermediate,"AI,Cortex,LLM,Governance,Masking",Data Engineer;Developer;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=GO222&tab.sessioncatalogtab=1714168666431001NNiH
DE104,Open Data Infrastructure: The Next Era of Data Architecture,"The modern data stack solved for siloed analytics, but AI and operational workloads demand a more adaptable foundation. In this thought leadership session, Fivetran explores open data infrastructure, an evolution beyond the modern stack that separates storage from compute and applies open standards across layers. Learn how to preserve interoperability, avoid lock-in, and scale analytics and AI with control over cost and architecture — then see ODI brought to life in a live demo.",George Fraser,Fivetran,CEO and Co-Founder,Data Engineering,Breakout Session,Tuesday June 2,11:30 AM - 12:15 PM,45,"Room 212 (Moscone South, Level 2)",Beginner,"AI,RAG,Analytics,Cost",Architect;Developer;Analyst;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=DE104&tab.sessioncatalogtab=1714168666431001NNiH
DM214,Sharing Data and AI on Snowflake Internal Marketplace,"Join this lab for a hands-on experience of sharing, requesting and consuming data and AI assets within your organization. You will share and govern not only basic data products including Apache Iceberg but also semantic models, AI agents and other artifacts. This lab teaches you how to publish such assets on Internal Marketplace, define governance controls and request and gain access. You will also exercise the latest Internal Marketplace features such as custom data product attributes to tailor the marketplace experience to your requirements.",Matthias Nicola; Henrik Nielsen,Snowflake,Enterprise Data Architect,Data Marketplace,Hands-on Lab,Tuesday June 2,11:30 AM - 01:00 PM,90,"Hands-on Labs 2 (Basecamp, Hall E)",Intermediate,"AI,Iceberg,Agents,Governance,Marketplace,Semantic",Data Scientist;Architect;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=DM214&tab.sessioncatalogtab=1714168666431001NNiH
BI218,Streaming into Interactive Tables with Interactive Warehouses,"In this session, you will learn how to build a real-time streaming solution based on Interactive tables and Interactive warehouses. You will develop and deploy an end-to-end solution using Python, Snowpipe Streaming High-Performance Architecture and other data engineering features, which ingests data, transforms it and queries in seconds.",Brad Culberson; Keith Gaputis,Snowflake,"Technical Director, Snowcat",BI & Analytics,Hands-on Lab,Tuesday June 2,11:30 AM - 01:00 PM,90,"Hands-on Labs 3 (Basecamp, Hall E)",Intermediate,"Streaming,Python,Warehouse,Performance,Real-time,Snowpipe",Data Engineer;Data Scientist;Architect;Developer;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=BI218&tab.sessioncatalogtab=1714168666431001NNiH
AD213,Structured Data Sharing for Government: From Secure Sharing to Clean Rooms,"In Massachusetts state government, cross-agency analytics is as much a governance and legal challenge as a data one. This session shows how ODIA is enabling structured data sharing across agencies keeping data under agency stewardship while supporting enterprise insights. We’ll cover a practical progression on Snowflake: secure internal data sharing, discovery and reuse via listings, and purpose-bound collaboration with Clean Rooms for aggregate-only analysis. You’ll leave with a repeatable pattern for safer, auditable, revocable cross-agency analytics without centralizing sensitive data.",Shravan Deolalikar; Joshua Merrill,Archetype Consulting,"Senior Director, Analytics & Insights",Administration,Theater Session,Tuesday June 2,11:30 AM - 11:50 AM,20,"Vertical Village Theater 1 (Basecamp, South Hall A)",Intermediate,"Governance,Data Sharing,Clean Room,Analytics",Analyst;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AD213&tab.sessioncatalogtab=1714168666431001NNiH
IN228,The Future of HCLS: Modern Strategies for Interoperability and Agentic AI,"Navigating the next wave of interoperability and AI disruption across healthcare and life sciences means organizations need to ensure they are starting with the right foundational strategy, prioritizing the right use cases and demonstrating tangible ROI.
Join the healthcare and life sciences keynote at Summit 2026 to hear directly from industry innovators on how they are partnering with Snowflake to create the right strategy to tap into their multimodal data, accelerate interoperability, unlock enterprise AI and solve their most critical business challenges. We’ll discuss the latest Snowflake announcements and what they mean for the industry and show a live demo of Snowflake Intelligence.",Hiren Thakkar; Arun Verghese; Jeff Morrison,Blue Cross Blue Shield of Massachusetts,Senior Director of Data & Analytics,Industry Solutions,Breakout Session,Tuesday June 2,11:30 AM - 12:15 PM,45,"Room 151 (Moscone South, Upper Mezzanine)",Intermediate,"AI,Healthcare,Intelligence,Multimodal",Analyst;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=IN228&tab.sessioncatalogtab=1714168666431001NNiH
IN111,The Future of Retail and Travel: Architecting for the Agentic Era with Snowflake,"Agentic commerce is the next wave of AI disruption in retail and travel that demands organizations to start with a solid technology foundation and focus on the right priorities. Join this retail and travel industry keynote at Snowflake Summit to hear directly from the leading innovators on how they leverage Snowflake and our partner ecosystem to solve business challenges, accelerate technical use cases and unlock the power of enterprise agentic AI. Whether you’re a business executive, a technology leader or a Snowflake practitioner, this session is a must-attend for your Snowflake Summit experience.",Ravi Kota; Jeff Greenfield; Rosemary DeAragon,Callaway Golf,"Sr. Director - Digital Consumer Data, AI",Industry Solutions,Breakout Session,Tuesday June 2,11:30 AM - 12:15 PM,45,"Room 152 (Moscone South, Upper Mezzanine)",Beginner,"AI,RAG,Retail",Architect;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=IN111&tab.sessioncatalogtab=1714168666431001NNiH
DE101,Trusting OT Data in Snowflake: How Devon Energy Ensures PI Data Quality at Scale,"Devon Energy is migrating large volumes of PI historian data to Snowflake to support analytics, AI and reporting. Ensuring data quality — completeness, timeliness and accuracy — at scale is a key challenge. Manual checks don’t scale, so Devon partnered with Aperio to automate quality assurance. Aperio’s machine learning models detect drift, flatlines, noise and anomalies at the source, while its consistency product validates data alignment between PI and Snowflake. This closed-loop system ensures trusted, high-quality OT data for downstream analytics and decision-making.",Don Morrison,Devon Energy,Real-time Systems Architect,Data Engineering,Theater Session,Tuesday June 2,11:30 AM - 11:50 AM,20,"Basecamp South Theater 1 (Basecamp, South Hall A)",Beginner,"AI,Analytics",Data Scientist;Analyst;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=DE101&tab.sessioncatalogtab=1714168666431001NNiH
WN202B,What's New: Snowflake Intelligence and Cortex Agents for Real Business Impact,"AI is only as powerful as the context it understands. In this session, discover what’s new in Snowflake Intelligence, the enterprise intelligence agent built to turn all your knowledge into trusted business decisions. Learn how organizations are moving beyond dashboards to uncover the critical “why,” grounded in governed enterprise data and shared business definitions. Discover how Snowflake Intelligence and Cortex Agents work together to move teams beyond static insights, enabling natural language intelligence, trusted reasoning and actionable workflows that help organizations analyze, act and drive outcomes with confidence.",Effie Goenawan,Snowflake,Principal Product Manager,What's New,Breakout Session,Tuesday June 2,11:30 AM - 12:15 PM,45,"Room 158 (Moscone South, Upper Mezzanine)",Intermediate,"AI,Cortex,Agents,Dashboard,Intelligence,Natural Language",Analyst;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=WN202B&tab.sessioncatalogtab=1714168666431001NNiH
